FUNCTION;Process;Function;Invocations;Excl. Time (s);Incl. Time (s)
COUNTER;Process 0(2);8192_2_100000;PAPI_TOT_INS;3.52376569e+09;3.52376569e+09
COUNTER;Process 0(2);8192_2_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_2_100000;PP0_ENERGY:PACKAGE0;1.62290039e+10;1.62290039e+10
COUNTER;Process 0(2);8192_2_100000;DRAM_ENERGY:PACKAGE0;5.92386005e+09;5.92386005e+09
COUNTER;Process 0(2);8192_4_100000;PAPI_FP_INS;397020.351;397020.351
COUNTER;Process 0(2);8192_4_100000;PAPI_TOT_INS;3.45217967e+09;3.45217967e+09
COUNTER;Process 0(2);8192_4_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_4_100000;PP0_ENERGY:PACKAGE0;1.62412099e+10;1.62412099e+10
COUNTER;Process 0(2);8192_4_100000;DRAM_ENERGY:PACKAGE0;5.57311917e+09;5.57311917e+09
COUNTER;Process 0(2);8192_8_100000;PAPI_FP_INS;409408.048;409408.048
COUNTER;Process 0(2);8192_8_100000;PAPI_TOT_INS;4.33996369e+09;4.33996369e+09
COUNTER;Process 0(2);8192_8_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_8_100000;PP0_ENERGY:PACKAGE0;1.62153892e+10;1.62153892e+10
COUNTER;Process 0(2);8192_8_100000;DRAM_ENERGY:PACKAGE0;5.96390717e+09;5.96390717e+09
COUNTER;Process 0(2);8192_16_100000;PAPI_FP_INS;409406.059;409406.059
COUNTER;Process 0(2);8192_16_100000;PAPI_TOT_INS;4.3712071e+09;4.3712071e+09
COUNTER;Process 0(2);8192_16_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_16_100000;PP0_ENERGY:PACKAGE0;1.61925933e+10;1.61925933e+10
COUNTER;Process 0(2);8192_16_100000;DRAM_ENERGY:PACKAGE0;5.5541021e+09;5.5541021e+09
COUNTER;Process 0(2);8192_32_100000;PAPI_FP_INS;408859.944;408859.944
COUNTER;Process 0(2);8192_32_100000;PAPI_TOT_INS;4.39962813e+09;4.39962813e+09
COUNTER;Process 0(2);8192_32_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_32_100000;PP0_ENERGY:PACKAGE0;1.61422767e+10;1.61422767e+10
COUNTER;Process 0(2);8192_32_100000;DRAM_ENERGY:PACKAGE0;5.6177186e+09;5.6177186e+09
COUNTER;Process 0(2);8192_64_100000;PAPI_FP_INS;402127.215;402127.215
COUNTER;Process 0(2);8192_64_100000;PAPI_TOT_INS;4.43402391e+09;4.43402391e+09
COUNTER;Process 0(2);8192_64_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_64_100000;PP0_ENERGY:PACKAGE0;1.61142575e+10;1.61142575e+10
COUNTER;Process 0(2);8192_64_100000;DRAM_ENERGY:PACKAGE0;5.62833843e+09;5.62833843e+09
COUNTER;Process 0(2);8192_128_100000;PAPI_FP_INS;396226.011;396226.011
COUNTER;Process 0(2);8192_128_100000;PAPI_TOT_INS;4.68023402e+09;4.68023402e+09
COUNTER;Process 0(2);8192_128_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_128_100000;PP0_ENERGY:PACKAGE0;1.60838918e+10;1.60838918e+10
COUNTER;Process 0(2);8192_128_100000;DRAM_ENERGY:PACKAGE0;5.75906794e+09;5.75906794e+09
COUNTER;Process 0(2);8192_256_100000;PAPI_FP_INS;375091.722;375091.722
COUNTER;Process 0(2);8192_256_100000;PAPI_TOT_INS;4.71267389e+09;4.71267389e+09
COUNTER;Process 0(2);8192_256_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_256_100000;PP0_ENERGY:PACKAGE0;1.58647169e+10;1.58647169e+10
COUNTER;Process 0(2);8192_256_100000;DRAM_ENERGY:PACKAGE0;5.61322944e+09;5.61322944e+09
COUNTER;Process 0(2);8192_512_100000;PAPI_FP_INS;247264.095;247264.095
COUNTER;Process 0(2);8192_512_100000;PAPI_TOT_INS;4.5045944e+09;4.5045944e+09
COUNTER;Process 0(2);8192_512_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_512_100000;PP0_ENERGY:PACKAGE0;1.52523052e+10;1.52523052e+10
COUNTER;Process 0(2);8192_512_100000;DRAM_ENERGY:PACKAGE0;5.63166135e+09;5.63166135e+09
COUNTER;Process 0(2);8192_1024_100000;PAPI_FP_INS;137325.993;137325.993
COUNTER;Process 0(2);8192_1024_100000;PAPI_TOT_INS;4.1014861e+09;4.1014861e+09
COUNTER;Process 0(2);8192_1024_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_1024_100000;PP0_ENERGY:PACKAGE0;1.4795798e+10;1.4795798e+10
COUNTER;Process 0(2);8192_1024_100000;DRAM_ENERGY:PACKAGE0;5.90777044e+09;5.90777044e+09
COUNTER;Process 0(2);8192_2048_100000;PAPI_FP_INS;74277.5156;74277.5156
COUNTER;Process 0(2);8192_2048_100000;PAPI_TOT_INS;4.40945053e+09;4.40945053e+09
COUNTER;Process 0(2);8192_2048_100000;PAPI_L3_TCM;0.695514917;0.695514917
COUNTER;Process 0(2);8192_2048_100000;PP0_ENERGY:PACKAGE0;1.46857482e+10;1.46857482e+10
COUNTER;Process 0(2);8192_2048_100000;DRAM_ENERGY:PACKAGE0;5.88677773e+09;5.88677773e+09
COUNTER;Process 0(2);8192_4096_100000;PAPI_FP_INS;36550.7446;36550.7446
COUNTER;Process 0(2);8192_4096_100000;PAPI_TOT_INS;4.40078255e+09;4.40078255e+09
COUNTER;Process 0(2);8192_4096_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);8192_4096_100000;PP0_ENERGY:PACKAGE0;1.45559082e+10;1.45559082e+10
COUNTER;Process 0(2);8192_4096_100000;DRAM_ENERGY:PACKAGE0;5.85746206e+09;5.85746206e+09
COUNTER;Process 0(2);16384_1_100000;PAPI_FP_INS;185386.878;185386.878
COUNTER;Process 0(2);16384_1_100000;PAPI_TOT_INS;4.5240343e+09;4.5240343e+09
COUNTER;Process 0(2);16384_1_100000;PAPI_L3_TCM;13.2817651;13.2817651
COUNTER;Process 0(2);16384_1_100000;PP0_ENERGY:PACKAGE0;1.58248832e+10;1.58248832e+10
COUNTER;Process 0(2);16384_1_100000;DRAM_ENERGY:PACKAGE0;6.10487774e+09;6.10487774e+09
COUNTER;Process 0(2);16384_2_100000;PAPI_FP_INS;223904.681;223904.681
COUNTER;Process 0(2);16384_2_100000;PAPI_TOT_INS;4.51327207e+09;4.51327207e+09
COUNTER;Process 0(2);16384_2_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);16384_2_100000;PP0_ENERGY:PACKAGE0;1.57972519e+10;1.57972519e+10
COUNTER;Process 0(2);16384_2_100000;DRAM_ENERGY:PACKAGE0;5.92394252e+09;5.92394252e+09
COUNTER;Process 0(2);16384_4_100000;PAPI_FP_INS;221648.002;221648.002
COUNTER;Process 0(2);16384_4_100000;PAPI_TOT_INS;4.49387368e+09;4.49387368e+09
COUNTER;Process 0(2);16384_4_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);16384_4_100000;PP0_ENERGY:PACKAGE0;1.58398872e+10;1.58398872e+10
COUNTER;Process 0(2);16384_4_100000;DRAM_ENERGY:PACKAGE0;6.02362191e+09;6.02362191e+09
COUNTER;Process 0(2);16384_8_100000;PAPI_FP_INS;222669.339;222669.339
COUNTER;Process 0(2);16384_8_100000;PAPI_TOT_INS;4.45212821e+09;4.45212821e+09
COUNTER;Process 0(2);16384_8_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);16384_8_100000;PP0_ENERGY:PACKAGE0;1.58146076e+10;1.58146076e+10
COUNTER;Process 0(2);16384_8_100000;DRAM_ENERGY:PACKAGE0;5.77256645e+09;5.77256645e+09
COUNTER;Process 0(2);16384_16_100000;PAPI_FP_INS;212604.665;212604.665
COUNTER;Process 0(2);16384_16_100000;PAPI_TOT_INS;4.90277426e+09;4.90277426e+09
COUNTER;Process 0(2);16384_16_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);16384_16_100000;PP0_ENERGY:PACKAGE0;1.58722984e+10;1.58722984e+10
COUNTER;Process 0(2);16384_16_100000;DRAM_ENERGY:PACKAGE0;5.91580597e+09;5.91580597e+09
COUNTER;Process 0(2);16384_32_100000;PAPI_FP_INS;209604.639;209604.639
COUNTER;Process 0(2);16384_32_100000;PAPI_TOT_INS;4.89864813e+09;4.89864813e+09
COUNTER;Process 0(2);16384_32_100000;PAPI_L3_TCM;1.68576492;1.68576492
COUNTER;Process 0(2);16384_32_100000;PP0_ENERGY:PACKAGE0;1.5899992e+10;1.5899992e+10
COUNTER;Process 0(2);16384_32_100000;DRAM_ENERGY:PACKAGE0;5.90337972e+09;5.90337972e+09
COUNTER;Process 0(2);16384_64_100000;PAPI_FP_INS;210560.752;210560.752
COUNTER;Process 0(2);16384_64_100000;PAPI_TOT_INS;4.88546562e+09;4.88546562e+09
COUNTER;Process 0(2);16384_64_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);16384_64_100000;PP0_ENERGY:PACKAGE0;1.58529677e+10;1.58529677e+10
COUNTER;Process 0(2);16384_64_100000;DRAM_ENERGY:PACKAGE0;5.7892693e+09;5.7892693e+09
COUNTER;Process 0(2);16384_128_100000;PAPI_FP_INS;173906.279;173906.279
COUNTER;Process 0(2);16384_128_100000;PAPI_TOT_INS;4.85731011e+09;4.85731011e+09
COUNTER;Process 0(2);16384_128_100000;PAPI_L3_TCM;1.59557292;1.59557292
COUNTER;Process 0(2);16384_128_100000;PP0_ENERGY:PACKAGE0;1.58195957e+10;1.58195957e+10
COUNTER;Process 0(2);16384_128_100000;DRAM_ENERGY:PACKAGE0;5.7827832e+09;5.7827832e+09
COUNTER;Process 0(2);16384_256_100000;PAPI_FP_INS;164733.018;164733.018
COUNTER;Process 0(2);16384_256_100000;PAPI_TOT_INS;4.76963952e+09;4.76963952e+09
COUNTER;Process 0(2);16384_256_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);16384_256_100000;PP0_ENERGY:PACKAGE0;1.57629082e+10;1.57629082e+10
COUNTER;Process 0(2);16384_256_100000;DRAM_ENERGY:PACKAGE0;5.66891213e+09;5.66891213e+09
COUNTER;Process 0(2);16384_512_100000;PAPI_FP_INS;172938.318;172938.318
COUNTER;Process 0(2);16384_512_100000;PAPI_TOT_INS;5.09894402e+09;5.09894402e+09
COUNTER;Process 0(2);16384_512_100000;PAPI_L3_TCM;0.712695107;0.712695107
COUNTER;Process 0(2);16384_512_100000;PP0_ENERGY:PACKAGE0;1.57629527e+10;1.57629527e+10
COUNTER;Process 0(2);16384_512_100000;DRAM_ENERGY:PACKAGE0;5.70735716e+09;5.70735716e+09
COUNTER;Process 0(2);16384_1024_100000;PAPI_FP_INS;135556.744;135556.744
COUNTER;Process 0(2);16384_1024_100000;PAPI_TOT_INS;4.89557855e+09;4.89557855e+09
COUNTER;Process 0(2);16384_1024_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);16384_1024_100000;PP0_ENERGY:PACKAGE0;1.54074869e+10;1.54074869e+10
COUNTER;Process 0(2);16384_1024_100000;DRAM_ENERGY:PACKAGE0;5.69224643e+09;5.69224643e+09
COUNTER;Process 0(2);16384_2048_100000;PAPI_FP_INS;97346.763;97346.763
COUNTER;Process 0(2);16384_2048_100000;PAPI_TOT_INS;4.52697533e+09;4.52697533e+09
COUNTER;Process 0(2);16384_2048_100000;PAPI_L3_TCM;0.804881232;0.804881232
COUNTER;Process 0(2);16384_2048_100000;PP0_ENERGY:PACKAGE0;1.51073171e+10;1.51073171e+10
COUNTER;Process 0(2);16384_2048_100000;DRAM_ENERGY:PACKAGE0;5.60480967e+09;5.60480967e+09
COUNTER;Process 0(2);16384_4096_100000;PAPI_FP_INS;64015.7844;64015.7844
COUNTER;Process 0(2);16384_4096_100000;PAPI_TOT_INS;4.61920006e+09;4.61920006e+09
COUNTER;Process 0(2);16384_4096_100000;PAPI_L3_TCM;0.265526502;0.265526502
COUNTER;Process 0(2);16384_4096_100000;PP0_ENERGY:PACKAGE0;1.49539481e+10;1.49539481e+10
COUNTER;Process 0(2);16384_4096_100000;DRAM_ENERGY:PACKAGE0;5.80735502e+09;5.80735502e+09
COUNTER;Process 0(2);32768_1_100000;PAPI_FP_INS;130295.761;130295.761
COUNTER;Process 0(2);32768_1_100000;PAPI_TOT_INS;4.70202481e+09;4.70202481e+09
COUNTER;Process 0(2);32768_1_100000;PAPI_L3_TCM;0.567361753;0.567361753
COUNTER;Process 0(2);32768_1_100000;PP0_ENERGY:PACKAGE0;1.59606767e+10;1.59606767e+10
COUNTER;Process 0(2);32768_1_100000;DRAM_ENERGY:PACKAGE0;5.66762671e+09;5.66762671e+09
COUNTER;Process 0(2);32768_2_100000;PAPI_FP_INS;137939.014;137939.014
COUNTER;Process 0(2);32768_2_100000;PAPI_TOT_INS;4.46314488e+09;4.46314488e+09
COUNTER;Process 0(2);32768_2_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);32768_2_100000;PP0_ENERGY:PACKAGE0;1.59110682e+10;1.59110682e+10
COUNTER;Process 0(2);32768_2_100000;DRAM_ENERGY:PACKAGE0;5.60697541e+09;5.60697541e+09
COUNTER;Process 0(2);32768_4_100000;PAPI_FP_INS;126194.54;126194.54
COUNTER;Process 0(2);32768_4_100000;PAPI_TOT_INS;4.45005657e+09;4.45005657e+09
COUNTER;Process 0(2);32768_4_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);32768_4_100000;PP0_ENERGY:PACKAGE0;1.59066669e+10;1.59066669e+10
COUNTER;Process 0(2);32768_4_100000;DRAM_ENERGY:PACKAGE0;5.7444488e+09;5.7444488e+09
COUNTER;Process 0(2);32768_8_100000;PAPI_FP_INS;126031.941;126031.941
COUNTER;Process 0(2);32768_8_100000;PAPI_TOT_INS;4.42364322e+09;4.42364322e+09
COUNTER;Process 0(2);32768_8_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);32768_8_100000;PP0_ENERGY:PACKAGE0;1.59181348e+10;1.59181348e+10
COUNTER;Process 0(2);32768_8_100000;DRAM_ENERGY:PACKAGE0;5.68940624e+09;5.68940624e+09
COUNTER;Process 0(2);32768_16_100000;PAPI_FP_INS;121958.515;121958.515
COUNTER;Process 0(2);32768_16_100000;PAPI_TOT_INS;4.36992149e+09;4.36992149e+09
COUNTER;Process 0(2);32768_16_100000;PAPI_L3_TCM;0.561989727;0.561989727
COUNTER;Process 0(2);32768_16_100000;PP0_ENERGY:PACKAGE0;1.5919352e+10;1.5919352e+10
COUNTER;Process 0(2);32768_16_100000;DRAM_ENERGY:PACKAGE0;5.72322085e+09;5.72322085e+09
COUNTER;Process 0(2);32768_32_100000;PAPI_FP_INS;119797.218;119797.218
COUNTER;Process 0(2);32768_32_100000;PAPI_TOT_INS;4.97281283e+09;4.97281283e+09
COUNTER;Process 0(2);32768_32_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);32768_32_100000;PP0_ENERGY:PACKAGE0;1.60337078e+10;1.60337078e+10
COUNTER;Process 0(2);32768_32_100000;DRAM_ENERGY:PACKAGE0;5.66371165e+09;5.66371165e+09
COUNTER;Process 0(2);32768_64_100000;PAPI_FP_INS;117096.202;117096.202
COUNTER;Process 0(2);32768_64_100000;PAPI_TOT_INS;4.95644537e+09;4.95644537e+09
COUNTER;Process 0(2);32768_64_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);32768_64_100000;PP0_ENERGY:PACKAGE0;1.60223238e+10;1.60223238e+10
COUNTER;Process 0(2);32768_64_100000;DRAM_ENERGY:PACKAGE0;5.78092248e+09;5.78092248e+09
COUNTER;Process 0(2);32768_128_100000;PAPI_FP_INS;114111.808;114111.808
COUNTER;Process 0(2);32768_128_100000;PAPI_TOT_INS;4.93364523e+09;4.93364523e+09
COUNTER;Process 0(2);32768_128_100000;PAPI_L3_TCM;0.529919513;0.529919513
COUNTER;Process 0(2);32768_128_100000;PP0_ENERGY:PACKAGE0;1.59804904e+10;1.59804904e+10
COUNTER;Process 0(2);32768_128_100000;DRAM_ENERGY:PACKAGE0;5.75988291e+09;5.75988291e+09
COUNTER;Process 0(2);32768_256_100000;PAPI_FP_INS;116291.743;116291.743
COUNTER;Process 0(2);32768_256_100000;PAPI_TOT_INS;4.91146813e+09;4.91146813e+09
COUNTER;Process 0(2);32768_256_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);32768_256_100000;PP0_ENERGY:PACKAGE0;1.59347874e+10;1.59347874e+10
COUNTER;Process 0(2);32768_256_100000;DRAM_ENERGY:PACKAGE0;5.58203938e+09;5.58203938e+09
COUNTER;Process 0(2);32768_512_100000;PAPI_FP_INS;100132.986;100132.986
COUNTER;Process 0(2);32768_512_100000;PAPI_TOT_INS;4.79748002e+09;4.79748002e+09
COUNTER;Process 0(2);32768_512_100000;PAPI_L3_TCM;0.459996629;0.459996629
COUNTER;Process 0(2);32768_512_100000;PP0_ENERGY:PACKAGE0;1.58503779e+10;1.58503779e+10
COUNTER;Process 0(2);32768_512_100000;DRAM_ENERGY:PACKAGE0;5.78974852e+09;5.78974852e+09
COUNTER;Process 0(2);32768_1024_100000;PAPI_FP_INS;98564.273;98564.273
COUNTER;Process 0(2);32768_1024_100000;PAPI_TOT_INS;5.19045537e+09;5.19045537e+09
COUNTER;Process 0(2);32768_1024_100000;PAPI_L3_TCM;0.43946582;0.43946582
COUNTER;Process 0(2);32768_1024_100000;PP0_ENERGY:PACKAGE0;1.58547071e+10;1.58547071e+10
COUNTER;Process 0(2);32768_1024_100000;DRAM_ENERGY:PACKAGE0;5.78017317e+09;5.78017317e+09
COUNTER;Process 0(2);32768_2048_100000;PAPI_FP_INS;72106.548;72106.548
COUNTER;Process 0(2);32768_2048_100000;PAPI_TOT_INS;4.93036611e+09;4.93036611e+09
COUNTER;Process 0(2);32768_2048_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);32768_2048_100000;PP0_ENERGY:PACKAGE0;1.54431955e+10;1.54431955e+10
COUNTER;Process 0(2);32768_2048_100000;DRAM_ENERGY:PACKAGE0;5.66665113e+09;5.66665113e+09
COUNTER;Process 0(2);32768_4096_100000;PAPI_FP_INS;49789.3292;49789.3292
COUNTER;Process 0(2);32768_4096_100000;PAPI_TOT_INS;4.50677233e+09;4.50677233e+09
COUNTER;Process 0(2);32768_4096_100000;PAPI_L3_TCM;0.225161691;0.225161691
COUNTER;Process 0(2);32768_4096_100000;PP0_ENERGY:PACKAGE0;1.51278518e+10;1.51278518e+10
COUNTER;Process 0(2);32768_4096_100000;DRAM_ENERGY:PACKAGE0;5.57679566e+09;5.57679566e+09
COUNTER;Process 0(2);65536_1_100000;PAPI_FP_INS;73325.4814;73325.4814
COUNTER;Process 0(2);65536_1_100000;PAPI_TOT_INS;4.83664091e+09;4.83664091e+09
COUNTER;Process 0(2);65536_1_100000;PAPI_L3_TCM;0.992655567;0.992655567
COUNTER;Process 0(2);65536_1_100000;PP0_ENERGY:PACKAGE0;1.60959518e+10;1.60959518e+10
COUNTER;Process 0(2);65536_1_100000;DRAM_ENERGY:PACKAGE0;5.66078943e+09;5.66078943e+09
COUNTER;Process 0(2);65536_2_100000;PAPI_FP_INS;74949.2634;74949.2634
COUNTER;Process 0(2);65536_2_100000;PAPI_TOT_INS;4.69168573e+09;4.69168573e+09
COUNTER;Process 0(2);65536_2_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);65536_2_100000;PP0_ENERGY:PACKAGE0;1.60626839e+10;1.60626839e+10
COUNTER;Process 0(2);65536_2_100000;DRAM_ENERGY:PACKAGE0;5.71043036e+09;5.71043036e+09
COUNTER;Process 0(2);65536_4_100000;PAPI_FP_INS;80846.7456;80846.7456
COUNTER;Process 0(2);65536_4_100000;PAPI_TOT_INS;4.41238417e+09;4.41238417e+09
COUNTER;Process 0(2);65536_4_100000;PAPI_L3_TCM;0.340464691;0.340464691
COUNTER;Process 0(2);65536_4_100000;PP0_ENERGY:PACKAGE0;1.59967077e+10;1.59967077e+10
COUNTER;Process 0(2);65536_4_100000;DRAM_ENERGY:PACKAGE0;5.71241525e+09;5.71241525e+09
COUNTER;Process 0(2);65536_8_100000;PAPI_FP_INS;73941.2537;73941.2537
COUNTER;Process 0(2);65536_8_100000;PAPI_TOT_INS;4.39258926e+09;4.39258926e+09
COUNTER;Process 0(2);65536_8_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);65536_8_100000;PP0_ENERGY:PACKAGE0;1.60024566e+10;1.60024566e+10
COUNTER;Process 0(2);65536_8_100000;DRAM_ENERGY:PACKAGE0;5.62160679e+09;5.62160679e+09
COUNTER;Process 0(2);65536_16_100000;PAPI_FP_INS;72590.9453;72590.9453
COUNTER;Process 0(2);65536_16_100000;PAPI_TOT_INS;4.36216487e+09;4.36216487e+09
COUNTER;Process 0(2);65536_16_100000;PAPI_L3_TCM;0.335969645;0.335969645
COUNTER;Process 0(2);65536_16_100000;PP0_ENERGY:PACKAGE0;1.59912036e+10;1.59912036e+10
COUNTER;Process 0(2);65536_16_100000;DRAM_ENERGY:PACKAGE0;5.44753124e+09;5.44753124e+09
COUNTER;Process 0(2);65536_32_100000;PAPI_FP_INS;71117.2706;71117.2706
COUNTER;Process 0(2);65536_32_100000;PAPI_TOT_INS;4.29635987e+09;4.29635987e+09
COUNTER;Process 0(2);65536_32_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);65536_32_100000;PP0_ENERGY:PACKAGE0;1.59856172e+10;1.59856172e+10
COUNTER;Process 0(2);65536_32_100000;DRAM_ENERGY:PACKAGE0;5.48576835e+09;5.48576835e+09
COUNTER;Process 0(2);65536_64_100000;PAPI_FP_INS;69777.0016;69777.0016
COUNTER;Process 0(2);65536_64_100000;PAPI_TOT_INS;5.01717444e+09;5.01717444e+09
COUNTER;Process 0(2);65536_64_100000;PAPI_L3_TCM;0.322326884;0.322326884
COUNTER;Process 0(2);65536_64_100000;PP0_ENERGY:PACKAGE0;1.61324271e+10;1.61324271e+10
COUNTER;Process 0(2);65536_64_100000;DRAM_ENERGY:PACKAGE0;5.69009055e+09;5.69009055e+09
COUNTER;Process 0(2);65536_128_100000;PAPI_FP_INS;68553.9583;68553.9583
COUNTER;Process 0(2);65536_128_100000;PAPI_TOT_INS;4.9906118e+09;4.9906118e+09
COUNTER;Process 0(2);65536_128_100000;PAPI_L3_TCM;0.633503598;0.633503598
COUNTER;Process 0(2);65536_128_100000;PP0_ENERGY:PACKAGE0;1.60888029e+10;1.60888029e+10
COUNTER;Process 0(2);65536_128_100000;DRAM_ENERGY:PACKAGE0;5.65560685e+09;5.65560685e+09
COUNTER;Process 0(2);65536_256_100000;PAPI_FP_INS;66865;66865
COUNTER;Process 0(2);65536_256_100000;PAPI_TOT_INS;4.97223833e+09;4.97223833e+09
COUNTER;Process 0(2);65536_256_100000;PAPI_L3_TCM;0.616887011;0.616887011
COUNTER;Process 0(2);65536_256_100000;PP0_ENERGY:PACKAGE0;1.60460891e+10;1.60460891e+10
COUNTER;Process 0(2);65536_256_100000;DRAM_ENERGY:PACKAGE0;5.6267125e+09;5.6267125e+09
COUNTER;Process 0(2);65536_512_100000;PAPI_FP_INS;63929.9055;63929.9055
COUNTER;Process 0(2);65536_512_100000;PAPI_TOT_INS;4.94905694e+09;4.94905694e+09
COUNTER;Process 0(2);65536_512_100000;PAPI_L3_TCM;0.58696254;0.58696254
COUNTER;Process 0(2);65536_512_100000;PP0_ENERGY:PACKAGE0;1.60134345e+10;1.60134345e+10
COUNTER;Process 0(2);65536_512_100000;DRAM_ENERGY:PACKAGE0;5.7391853e+09;5.7391853e+09
COUNTER;Process 0(2);65536_1024_100000;PAPI_FP_INS;57711.8474;57711.8474
COUNTER;Process 0(2);65536_1024_100000;PAPI_TOT_INS;4.81443639e+09;4.81443639e+09
COUNTER;Process 0(2);65536_1024_100000;PAPI_L3_TCM;0.52450296;0.52450296
COUNTER;Process 0(2);65536_1024_100000;PP0_ENERGY:PACKAGE0;1.59059828e+10;1.59059828e+10
COUNTER;Process 0(2);65536_1024_100000;DRAM_ENERGY:PACKAGE0;5.74042863e+09;5.74042863e+09
COUNTER;Process 0(2);65536_2048_100000;PAPI_FP_INS;57107.5191;57107.5191
COUNTER;Process 0(2);65536_2048_100000;PAPI_TOT_INS;5.25574501e+09;5.25574501e+09
COUNTER;Process 0(2);65536_2048_100000;PAPI_L3_TCM;0.995433447;0.995433447
COUNTER;Process 0(2);65536_2048_100000;PP0_ENERGY:PACKAGE0;1.58952886e+10;1.58952886e+10
COUNTER;Process 0(2);65536_2048_100000;DRAM_ENERGY:PACKAGE0;5.72025642e+09;5.72025642e+09
COUNTER;Process 0(2);65536_4096_100000;PAPI_FP_INS;40380.3184;40380.3184
COUNTER;Process 0(2);65536_4096_100000;PAPI_TOT_INS;4.95632698e+09;4.95632698e+09
COUNTER;Process 0(2);65536_4096_100000;PAPI_L3_TCM;0.363351285;0.363351285
COUNTER;Process 0(2);65536_4096_100000;PP0_ENERGY:PACKAGE0;1.5440223e+10;1.5440223e+10
COUNTER;Process 0(2);65536_4096_100000;DRAM_ENERGY:PACKAGE0;5.82833791e+09;5.82833791e+09
COUNTER;Process 0(2);131072_1_100000;PAPI_FP_INS;39729.0713;39729.0713
COUNTER;Process 0(2);131072_1_100000;PAPI_TOT_INS;4.83527893e+09;4.83527893e+09
COUNTER;Process 0(2);131072_1_100000;PAPI_L3_TCM;0.885288038;0.885288038
COUNTER;Process 0(2);131072_1_100000;PP0_ENERGY:PACKAGE0;1.61953947e+10;1.61953947e+10
COUNTER;Process 0(2);131072_1_100000;DRAM_ENERGY:PACKAGE0;5.63865639e+09;5.63865639e+09
COUNTER;Process 0(2);131072_2_100000;PAPI_FP_INS;39990.34;39990.34
COUNTER;Process 0(2);131072_2_100000;PAPI_TOT_INS;4.77639154e+09;4.77639154e+09
COUNTER;Process 0(2);131072_2_100000;PAPI_L3_TCM;0.178549825;0.178549825
COUNTER;Process 0(2);131072_2_100000;PP0_ENERGY:PACKAGE0;1.61743403e+10;1.61743403e+10
COUNTER;Process 0(2);131072_2_100000;DRAM_ENERGY:PACKAGE0;5.66691634e+09;5.66691634e+09
COUNTER;Process 0(2);131072_4_100000;PAPI_FP_INS;41205.8428;41205.8428
COUNTER;Process 0(2);131072_4_100000;PAPI_TOT_INS;4.67819826e+09;4.67819826e+09
COUNTER;Process 0(2);131072_4_100000;PAPI_L3_TCM;0.182490657;0.182490657
COUNTER;Process 0(2);131072_4_100000;PP0_ENERGY:PACKAGE0;1.61369095e+10;1.61369095e+10
COUNTER;Process 0(2);131072_4_100000;DRAM_ENERGY:PACKAGE0;6.48337766e+09;6.48337766e+09
COUNTER;Process 0(2);131072_8_100000;PAPI_FP_INS;44903.5061;44903.5061
COUNTER;Process 0(2);131072_8_100000;PAPI_TOT_INS;4.38338014e+09;4.38338014e+09
COUNTER;Process 0(2);131072_8_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);131072_8_100000;PP0_ENERGY:PACKAGE0;1.60260718e+10;1.60260718e+10
COUNTER;Process 0(2);131072_8_100000;DRAM_ENERGY:PACKAGE0;6.42971752e+09;6.42971752e+09
COUNTER;Process 0(2);131072_16_100000;PAPI_FP_INS;41058.7097;41058.7097
COUNTER;Process 0(2);131072_16_100000;PAPI_TOT_INS;4.35395813e+09;4.35395813e+09
COUNTER;Process 0(2);131072_16_100000;PAPI_L3_TCM;0.371642663;0.371642663
COUNTER;Process 0(2);131072_16_100000;PP0_ENERGY:PACKAGE0;1.60246174e+10;1.60246174e+10
